Name,City,State,Zip,Bank,BankState,Term,NoEmp,NewExist,CreateJob,RetainedJob,UrbanRural,RevLineCr,LowDoc,Sector,ApprovalMonth,IsFranchise,clean_DisbursementGross,MIS_Status,clean_ChgOffPrinGr,clean_GrAppv,clean_SBA_Appv
GREAT BAY HARDWARE & PAINT,PORTSMOUTH,NH,3801,CITIZENS BANK NATL ASSOC,NH,72,10,0,0,0,0,0,0,44,Nov,0,135000.0,1,0.0,135000.0,121500.0
NORTHSIDE GETTY,DOVER,NH,3820,CITIZENS BANK NATL ASSOC,RI,84,7,0,0,7,1,1,0,44,Jan,0,61803.0,1,0.0,25000.0,12500.0
"Houghton's Hardware, Inc. and",Durham,NH,3824,"TD BANK, NATIONAL ASSOCIATION",DE,33,1,0,1,1,2,1,0,44,Apr,0,76210.0,1,0.0,75000.0,37500.0
"CAPTAIN W.P. MCCANN, INC.",DURHAM,NH,3824,BANK OF AMERICA NATL ASSOC,CT,60,5,0,0,0,0,0,0,11,Jun,0,42000.0,1,0.0,42000.0,37800.0
MARI-ANNE MOTEL,HAMPTON,NH,3842,CITIZENS BANK NATL ASSOC,NH,180,2,0,0,0,0,0,0,0,Jan,0,141000.0,1,0.0,141000.0,118440.0
FLOWER WAGON,HAMPTON,NH,3842,"TD BANK, NATIONAL ASSOCIATION",NH,84,4,0,0,0,0,0,0,44,Apr,0,50000.0,1,0.0,50000.0,45000.0
MARGRIT MARIANI DBA FLEURS DE,HAMPTON FALLS,NH,3844,CITIZENS BANK NATL ASSOC,RI,84,1,1,0,1,2,1,0,44,May,0,22170.0,1,0.0,17900.0,8950.0
JOHNSON TIRE & TRANSMISSION IN,NORTH CONWAY,NH,3860,CITIZENS BANK NATL ASSOC,RI,84,5,0,0,1,1,1,0,81,Sep,0,84821.0,1,0.0,43000.0,21500.0
SINCLAIR AIRCRAFT INC,NORTH HAMPTON,NH,3862,CITIZENS BANK NATL ASSOC,MA,84,3,0,0,3,1,1,0,31,Aug,0,17914.0,1,0.0,5000.0,2500.0
"D & G'S SWEET BOUQUETS, LLC",PLAISTOW,NH,3865,CITIZENS BANK NATL ASSOC,RI,61,2,1,2,4,1,0,0,44,Mar,0,34000.0,0,33999.0,34000.0,17000.0
SIGNAL STREET DRY CLNG. & LAUN,ROCHESTER,NH,3867,CITIZENS BANK NATL ASSOC,NH,120,5,1,0,0,0,0,0,81,Apr,0,150000.0,1,0.0,150000.0,135000.0
A-D ARCHAMBEAULT PLUMBING & HE,ROCHESTER,NH,3867,CITIZENS BANK NATL ASSOC,RI,84,6,0,0,6,1,1,0,23,May,0,145598.0,1,0.0,50000.0,25000.0
NORRIS HARRIMAN CONSTRUCTION I,WOLFEBORO,NH,3894,CITIZENS BANK NATL ASSOC,RI,84,3,0,0,3,1,1,0,23,Jul,0,85667.0,1,0.0,50000.0,25000.0
SIGN GRAPHIX,KITTERY (CENSUS NAME FOR KITTE,ME,3904,CITIZENS BANK NATL ASSOC,MA,84,7,0,0,7,1,1,0,42,Oct,0,5000.0,1,0.0,5000.0,2500.0
NEW ENGLAND POST CAP CO.,YORK,ME,3909,SANFORD INSTITUTION FOR SAVING,ME,7,3,0,0,0,0,0,0,0,Apr,0,15000.0,1,0.0,15000.0,12000.0
PARKSIDE VARIETY,BRIDGTON,ME,4009,"TD BANK, NATIONAL ASSOCIATION",DE,180,4,0,0,0,0,0,0,0,Jun,0,68000.0,1,0.0,68000.0,61200.0
CRI-SIL INC,KENNEBUNK,ME,4043,CITIZENS BANK NATL ASSOC,MA,84,12,1,0,0,0,0,0,0,Sep,0,500000.0,1,0.0,500000.0,425000.0
METAL WORKS INC.,LIMINGTON,ME,4049,"TD BANK, NATIONAL ASSOCIATION",DE,84,22,0,0,0,0,0,0,0,Nov,0,137500.0,1,0.0,190000.0,142500.0
"Nate Libby's Masonary, Inc.",Saco,ME,4072,KEYBANK NATIONAL ASSOCIATION,OH,72,5,0,0,5,1,1,0,23,Nov,0,88987.0,1,0.0,40000.0,20000.0
"Nate Libby's Masonary, Inc.",SACO,ME,4072,BIDDEFORD SAVINGS BANK,ME,60,5,0,0,5,2,1,0,23,Jul,0,369372.0,1,0.0,150000.0,75000.0
DOT COM CAFE,SANFORD (CENSUS NAME FOR SANFO,ME,4073,KENNEBUNK SAVINGS BANK,ME,89,1,1,4,1,1,1,0,72,Apr,0,15000.0,1,0.0,15000.0,7500.0
"GEMINI SYSTEMS, INC.",PORTLAND,ME,4102,KEYBANK NATIONAL ASSOCIATION,OH,84,46,1,0,0,0,0,0,0,Mar,0,560000.0,1,0.0,560000.0,457307.0
GENERAL COURIER,SO. PORTLAND,ME,4106,"TD BANK, NATIONAL ASSOCIATION",DE,120,36,0,0,0,1,0,0,48,Sep,0,446000.0,1,0.0,446000.0,334500.0
"NAGLE, ROBERT J. & REID'S CONF",BANGOR,ME,4401,EASTERN MAINE DEVEL CORP,ME,240,23,0,18,5,0,0,0,42,Jun,0,749000.0,1,0.0,749000.0,749000.0
MCGLINN'S WEE GARDENS LANDSCAP,BREWER (RR NAME BREWER JUNCTIO,ME,4412,"TD BANK, NATIONAL ASSOCIATION",DE,5,2,0,3,2,2,1,0,56,Mar,0,37200.0,0,24445.0,25000.0,12500.0
NICHOLS CONSTRUCTION LLC,HUDSON,ME,4449,"MERRILL BANK, A DIVISION OF",ME,79,3,1,2,3,2,1,0,23,Jun,0,100000.0,1,0.0,50000.0,25000.0
"SWEENY'S SUPERMARKET, INC.",MILBRIDGE,ME,4658,CAMDEN NATIONAL BANK,ME,120,15,1,0,0,0,0,0,0,Jun,0,168000.0,1,0.0,168000.0,142800.0
L & D TRUCKING,CARIBOU,ME,4736,"TD BANK, NATIONAL ASSOCIATION",DE,84,2,0,1,2,2,1,0,48,May,0,15000.0,1,0.0,15000.0,7500.0
"Fiore, LLC",ROCKLAND,ME,4841,CAMDEN NATIONAL BANK,ME,84,2,1,2,4,2,0,0,44,Mar,0,50000.0,1,0.0,50000.0,25000.0
ELM CITY CAB,WATERVILLE,ME,4901,BANK OF AMERICA NATL ASSOC,NC,15,15,0,2,15,2,1,0,48,Apr,0,82934.0,0,41464.0,50700.0,25350.0
Patrick Brown,PITTSFIELD,ME,4967,PEOPLE'S UNITED BANK,CT,113,2,0,0,2,1,0,0,61,Jul,0,45000.0,1,0.0,45000.0,38250.0
"VERMONT REBUILD, INC",SPRINGFIELD,VT,5156,VERMONT 504 CORPORATION,VT,240,30,0,0,0,0,0,0,0,Jun,0,189000.0,1,0.0,189000.0,189000.0
"AARON & SON'S, INC.",BENNINGTON,VT,5201,CHITTENDEN TR COMPANY A DIVISI,VT,84,3,0,0,0,0,0,0,0,Apr,0,48000.0,1,0.0,48000.0,38400.0
RAX RESTAURANT,NO BENNINGTON,VT,5257,VERMONT 504 CORPORATION,VT,240,79,0,0,0,0,0,0,0,Mar,0,252000.0,1,0.0,252000.0,252000.0
NEWFANE COUNTRY STORE,NEWFANE,VT,5345,"TD BANK, NATIONAL ASSOCIATION",VT,208,6,0,0,0,0,0,0,0,Mar,0,208084.0,1,0.0,208084.0,176871.0
TRI-STATE DISTRIBUTORS,BURLINGTON,VT,5402,KEYBANK NATIONAL ASSOCIATION,VT,126,8,0,0,0,0,0,0,42,May,0,610000.0,1,0.0,610000.0,457500.0
STONE'S SPRAY-ON ADVANTAGE,VINOOSKI,VT,5404,"TD BANK, NATIONAL ASSOCIATION",DE,84,1,1,0,1,2,1,0,81,Mar,0,16606.0,1,0.0,10000.0,5000.0
GREEN MOUNTAIN FIREPLACES INCO,WILLISTON,VT,5495,CITIZENS BANK NATL ASSOC,RI,84,3,0,0,3,1,0,0,44,Aug,0,50000.0,1,0.0,50000.0,25000.0
North Branch Coffee Ltd d/b/a,Montpelier,VT,5602,PEOPLE'S UNITED BANK,CT,85,19,0,19,19,2,0,0,31,Apr,0,152500.0,1,0.0,152500.0,114375.0
Vermont Consultants for Langua,MONTPELIER,VT,5602,UNION BANK,VT,60,15,0,0,15,2,0,0,61,Jan,0,50000.0,1,0.0,50000.0,37500.0
"SARDUCCI'S, INC",MONTPELIER,VT,5602,CHITTENDEN TR COMPANY A DIVISI,VT,84,10,0,0,0,0,0,0,0,Oct,0,75000.0,1,0.0,75000.0,67500.0
POULIN ALUMINUM & VINYL PRODUC,BARRE,VT,5641,"TD BANK, NATIONAL ASSOCIATION",VT,180,5,0,0,0,0,0,0,23,Jan,0,150000.0,1,0.0,150000.0,112500.0
"Wheel House Designs, Inc.",HYDE PARK,VT,5655,UNION BANK,VT,84,6,0,3,6,2,0,0,42,Jul,0,150000.0,1,0.0,150000.0,112500.0
QUALITY MARKET OF NORTHFIELD,NORTHFIELD,VT,5663,CENTRAL VERMONT ECONOMIC DEVEL,VT,120,15,0,3,12,0,0,0,0,Sep,0,56000.0,1,0.0,56000.0,56000.0
"DELBIANCO, RICHARD, O.D.",RUTLAND,VT,5701,CITIZENS BANK NATL ASSOC,VT,240,2,1,0,0,0,0,0,0,Mar,0,194200.0,1,0.0,194200.0,155360.0
"GRAY, PETER, B, DMD",RUTLAND,VT,5701,CITIZENS BANK NATL ASSOC,VT,120,4,1,0,0,0,0,0,62,Jul,0,105000.0,1,0.0,105000.0,94500.0
Creative Space,AVON,CT,6001,BANK OF AMERICA NATL ASSOC,NC,84,1,0,0,1,2,1,0,81,Dec,0,34356.0,1,0.0,10000.0,5000.0
"JAMMIE ENTERPRISES, LLC",AVON,CT,6001,SIMSBURY BK & TR COMPANY INC.,CT,60,1,1,0,1,1,0,0,61,Apr,1,150000.0,1,0.0,150000.0,135000.0
MARTOCCHIO MUSIC,AVON,CT,6001,"BUSINESS LENDERS, LLC",CT,120,3,0,0,0,0,0,1,44,Dec,0,100000.0,1,0.0,100000.0,80000.0
Donald A. Cimino d/b/a Quality,Bristol,CT,6010,WEBSTER BANK NATL ASSOC,CT,83,1,0,0,1,1,1,0,23,Sep,0,25742.0,1,0.0,10000.0,5000.0
PILGRIM LAUNDROMAT & DRY CLEAN,GRANBY,CT,6035,WEBSTER BANK NATL ASSOC,CT,1,4,0,0,4,1,1,0,81,Jul,0,29290.0,0,23431.0,25000.0,12500.0
"PARAGON BEHAVIORAL HEALTH, LLC",KENSINGTON,CT,6037,PEOPLE'S UNITED BANK,CT,120,1,1,0,0,1,0,0,62,May,0,250000.0,1,0.0,250000.0,187500.0
TIM THE WELDER LLC,MANCHESTER,CT,6040,CITIZENS BANK NATL ASSOC,RI,84,4,0,0,4,1,0,0,23,Mar,0,50000.0,1,0.0,50000.0,25000.0
"WELDEN HARDWARE, LLC.",SIMSBURY,CT,6070,SIMSBURY BK & TR COMPANY INC.,CT,84,4,0,0,0,2,0,0,44,Feb,0,176000.0,1,0.0,176000.0,132000.0
"SmartKids, LLC DBA Huntington",Enfield,CT,6082,BANCO POPULAR NORTH AMERICA,NY,84,0,0,24,0,1,0,0,61,Dec,0,30000.0,1,0.0,30000.0,15000.0
WINSTED GROUP HOME,WINSTED,CT,6098,THOMASTON SAVINGS BANK,CT,120,11,0,0,0,0,0,1,81,Sep,0,50000.0,1,0.0,50000.0,40000.0
DUBOSE ASSOCIATES INC ARCHITEC,HARTFORD,CT,6105,BERKSHIRE BANK,MA,82,20,0,0,20,1,1,0,54,Jan,0,1623348.0,1,0.0,250000.0,125000.0
"LTC, INC.",HARTFORD,CT,6114,WEBSTER BANK NATL ASSOC,CT,276,7,0,0,0,0,0,0,81,Jul,0,150000.0,1,0.0,255000.0,191250.0
"LUX DESIGNS, LLC.",WEST HARTFORD,CT,6119,FIRST NIAGARA BANK NATL ASSOC,CT,65,1,1,0,0,1,0,0,44,Mar,0,150000.0,0,129861.0,150000.0,127500.0
Ansharah Novelties Inc,WEST HARTFORD,CT,6119,JPMORGAN CHASE BANK NATL ASSOC,IL,71,1,0,0,0,1,0,0,81,Oct,0,75000.0,0,75000.0,75000.0,37500.0
DARRYL E CONEY DBA CONEY DRYWA,NORTH FRANKLIN,CT,6254,CITIZENS BANK NATL ASSOC,RI,84,4,0,0,4,2,0,0,23,Feb,0,49986.0,1,0.0,50000.0,25000.0
"THE SUPERIOR CLEANER, INC.",GROTON,CT,6340,BANK OF AMERICA NATL ASSOC,NC,68,14,1,0,0,0,0,0,81,Jun,0,225000.0,0,225000.0,225000.0,191250.0
GROTON SCHWINN CYCLERY INC,GROTON,CT,6340,BANK OF AMERICA NATL ASSOC,NC,25,6,0,1,7,1,1,0,44,Nov,0,79463.0,0,50000.0,50000.0,25000.0
"WESTVIEW GARDENS, LLC",PLAINFIELD,CT,6374,CITIZENS BANK NATL ASSOC,RI,60,2,0,0,2,2,0,0,44,Jan,0,50000.0,1,0.0,50000.0,25000.0
ARENDHOLZ BRYAN & ASSOCIATES P,BRANFORD,CT,6405,CITIZENS BANK NATL ASSOC,RI,84,3,0,0,3,1,1,0,54,Jan,0,156076.0,1,0.0,50000.0,25000.0
"DURHAM MOUNTAIN VIEW, LLC.",DURHAM,CT,6422,LIBERTY BANK,CT,300,27,0,0,0,2,0,0,31,Jul,0,750000.0,1,0.0,750000.0,562500.0
"ART TRANSPORTATION, LLC",MIDDLETOWN,CT,6456,"TD BANK, NATIONAL ASSOCIATION",DE,60,1,1,0,0,1,0,0,48,May,0,55000.0,1,0.0,55000.0,27500.0
JOE MAZZOTTA & SONS LLC,MIDDLETOWN,CT,6457,CITIZENS BANK NATL ASSOC,CT,84,9,0,0,9,1,1,0,23,Jul,0,100805.0,1,0.0,50000.0,25000.0
PETRYS TRUCK & DIESEL INC,MILFORD,CT,6460,CITIZENS BANK NATL ASSOC,RI,84,4,0,4,4,1,1,0,81,Sep,0,188095.0,1,0.0,75000.0,37500.0
"AMERICAN TECHNOLOGIES, INC.",MILFORD,CT,6460,HOUSATONIC INDUST DEVEL CORP,CT,240,50,0,30,0,0,0,0,0,Dec,0,585000.0,1,0.0,585000.0,585000.0
TIRE EXPRESS INC,NEW HAVEN,CT,6473,WEBSTER BANK NATL ASSOC,CT,66,4,1,0,0,0,1,0,0,Jul,0,25000.0,1,0.0,25000.0,12500.0
BETTER ATHLETE DEVELOPMENT LLC,OXFORD (OXFORD CENTER),CT,6478,BANK OF AMERICA NATL ASSOC,NC,88,1,0,2,2,2,1,0,81,Mar,0,49290.0,1,0.0,25000.0,12500.0
Frank P. Burdo d/b/a Frank Bur,SHELTON,CT,6484,WEBSTER BANK NATL ASSOC,CT,72,2,0,0,2,1,0,0,23,Nov,0,35000.0,0,20425.0,35000.0,35000.0
"SVP Company, LLC and Suresh an",Wallingford,CT,6492,UNITY BANK,NJ,288,3,0,0,3,1,0,0,44,Sep,0,355000.0,1,0.0,355000.0,266250.0
"Imaging Solutions, Inc.",WALLINGFORD,CT,6492,FARMINGTON BANK,CT,44,12,0,2,12,1,1,0,54,Sep,0,100000.0,1,0.0,100000.0,50000.0
AGISSAR CORP. & J. & S. FOLEY,STRATFORD,CT,6497,UPS CAPITAL BUSINESS CREDIT,CT,216,37,0,0,0,0,0,0,0,Nov,0,1250000.0,1,0.0,1250000.0,750000.0
"AEROSPARES, INC.",NEW HAVEN,CT,6511,CITIZENS BANK NATL ASSOC,CT,60,3,1,0,0,0,0,0,31,Apr,0,50000.0,1,0.0,50000.0,45000.0
AMENDOLA GEN WOODWORK CO. LTD.,HAMDEN,CT,6514,FDIC/RECEIVER FOR FOUNDERS,CT,73,20,0,0,0,0,0,0,0,Jul,0,150000.0,1,0.0,150000.0,127500.0
JACK'S SELF-SERVE MOBIL INC,HAMDEN,CT,6514,CITIZENS BANK NATL ASSOC,CT,84,8,0,0,8,1,1,0,44,Jun,0,202846.0,1,0.0,145000.0,72500.0
RITA'S WATER ICES,WEST HAVEN,CT,6516,BANCO POPULAR NORTH AMERICA,NY,46,1,1,2,3,1,1,0,72,Jul,1,45230.0,1,19375.0,25000.0,12500.0
PEOPLES HOME HEALTH CARE INC,HAMDEN,CT,6517,CITIZENS BANK NATL ASSOC,CT,84,18,0,0,18,1,1,0,42,May,0,200000.0,1,0.0,150000.0,75000.0
HI TECH COMPUTER SERVICES,HAMDEN,CT,6518,"TD BANK, NATIONAL ASSOCIATION",CT,84,3,0,0,0,0,0,1,0,Jul,0,75000.0,1,0.0,75000.0,60000.0
T G M,BRIDGEPORT,CT,6606,JPMORGAN CHASE BANK NATL ASSOC,IL,60,1,0,0,0,1,0,0,23,Apr,0,12000.0,1,0.0,12000.0,6000.0
"Elizabeth M. Kim, M.D., Plasti",Trumbull,CT,6611,WEBSTER BANK NATL ASSOC,CT,60,1,1,1,1,1,0,0,62,Aug,0,30000.0,1,0.0,30000.0,15000.0
COMPLETE SOFTWARE SOLUTIONS LL,WATERBURY,CT,6702,BANK OF AMERICA NATL ASSOC,RI,48,6,0,0,6,1,1,0,0,Jul,0,96799.0,1,0.0,87900.0,43950.0
MATTATUCK EXT.CARE FACILITY,WATERBURY,CT,6710,WELLS FARGO BANK NATL ASSOC,SD,288,53,0,0,0,0,0,0,0,Apr,0,1001500.0,1,0.0,1001500.0,749923.0
RIVET & EYELET TECHNOLOGIES LL,WOLCOTT,CT,6716,SAVINGS BANK OF DANBURY,CT,66,15,0,0,15,2,0,0,31,Aug,0,285000.0,1,0.0,285000.0,142500.0
"Albreada Waste, LLC",HARWINTON,CT,6791,UNION SAVINGS BANK,CT,48,3,0,0,3,1,0,0,56,Feb,0,258000.0,1,0.0,258000.0,129000.0
"ALWAYS SUMMER,INC.",DANBURY,CT,6810,WEBSTER BANK NATL ASSOC,CT,36,10,0,0,10,1,1,0,81,Sep,0,55736.0,1,0.0,50000.0,25000.0
EKTA ENTERPRISES LLC DBA ROUTE,DANBURY,CT,6810,CAPITAL ONE NATL ASSOC,VA,60,2,0,0,2,1,0,0,56,May,0,75000.0,0,63833.0,75000.0,37500.0
FREEDOM FABRICS INC,DANBURY,CT,6811,FAIRFIELD COUNTY BANK,CT,117,1,0,0,1,1,0,0,42,Apr,0,217312.0,0,94539.0,100000.0,50000.0
Evans Distribution Inc.,Norwalk,CT,6850,FIRST NIAGARA BANK NATL ASSOC,NY,120,13,0,2,13,1,0,0,31,Nov,0,500000.0,1,0.0,500000.0,450000.0
LIQUID,SOUTH NORWALK,CT,6854,"TD BANK, NATIONAL ASSOCIATION",DE,59,25,0,0,25,1,1,0,72,Nov,0,75000.0,1,0.0,75000.0,37500.0
Ace and Son Sound LLC,RIDGEFIELD,CT,6877,BANK OF AMERICA NATL ASSOC,NC,84,1,1,0,1,1,1,0,53,Sep,0,7500.0,1,0.0,5000.0,2500.0
A O D ARHICTECTURE PLANNING DE,STAMFORD,CT,6906,CITIZENS BANK NATL ASSOC,RI,51,1,0,0,1,1,1,0,54,Oct,0,68185.0,0,42910.0,50000.0,25000.0
EXTERIOR LIVING LLC,STAMFORD,CT,6907,BANK OF AMERICA NATL ASSOC,RI,48,2,0,0,2,1,1,0,56,Feb,0,10000.0,1,0.0,10000.0,5000.0
FIRST QUALITY AUTOMOTIVE L.L.C,AVENEL,NJ,7001,CAPITAL ONE NATL ASSOC,VA,52,2,0,0,2,1,0,0,81,Nov,0,75000.0,0,57121.0,75000.0,37500.0
"ACE ELECTRONICS, INC.",CARTERET,NJ,7008,VALLEY NATIONAL BANK,NJ,300,33,0,0,0,0,0,0,0,Mar,0,495000.0,1,0.0,535000.0,428000.0
"AMERICAN WEAR,INC.",EAST ORANGE,NJ,7017,JPMORGAN CHASE BANK NATL ASSOC,NJ,84,25,0,0,0,0,0,0,81,Feb,0,225000.0,1,0.0,225000.0,180000.0
"TRANSNATIONAL CONCEPTS, INC.",EDGEWATER,NJ,7020,JPMORGAN CHASE BANK NATL ASSOC,IL,84,3,0,0,3,1,0,0,54,Apr,0,38000.0,1,0.0,38000.0,19000.0
DVP Corp.,FAIRVIEW,NJ,7022,SANTANDER BANK NATL ASSOC,PA,60,2,1,0,2,1,0,0,44,Feb,0,100000.0,1,0.0,100000.0,50000.0
Massage at Work Limited Liabil,FORT LEE,NJ,7024,BANK OF AMERICA NATL ASSOC,NC,83,1,1,0,1,1,1,0,81,Jun,0,39750.0,1,0.0,25000.0,12500.0
Michael Kwon CPA PC,FORT LEE,NJ,7024,BANK OF AMERICA NATL ASSOC,NC,84,3,1,0,3,2,1,0,54,Nov,0,50000.0,1,0.0,20000.0,10000.0
"Lansal, Inc.",Northampton,MA,1060,PEOPLE'S UNITED BANK,CT,60,70,0,5,75,1,1,0,31,Jun,0,1828338.0,1,0.0,350000.0,175000.0
DIANE & COMPANY,PALMER,MA,1069,UNITED BANK,MA,84,5,0,0,0,0,0,1,0,May,0,28000.0,1,0.0,28000.0,22400.0
BATTERIES INCLUDED INC,SPRINGFIELD,MA,1115,BANK OF AMERICA NATL ASSOC,MA,60,9,0,0,0,0,0,0,42,May,0,35000.0,1,0.0,35000.0,24500.0
BARRINGTON BREWERY & RESTAURAN,GREAT BARRINGTON,MA,1202,BERKSHIRE BANK,MA,84,2,1,0,0,0,0,1,0,Sep,0,100000.0,1,0.0,100000.0,90000.0
GSH INTELLIGENT INTEGRATED SYS,GARDNER,MA,1220,MASSACHUSETTS BUSINESS,MA,240,9,0,0,10,1,0,0,54,May,0,350000.0,1,0.0,350000.0,350000.0
L. LOCKE LARKIN,GREAT BARRINGTON,MA,1230,BERKSHIRE BANK,MA,240,8,0,0,0,0,0,0,0,Jul,0,410000.0,1,0.0,410000.0,328000.0
Lasting Treasures Corporation,WILLIAMSTOWN,MA,1267,"NBT BANK, NATIONAL ASSOCIATION",NY,72,2,0,0,2,2,0,0,44,Oct,0,35000.0,1,0.0,35000.0,35000.0
"Michael Humphries Woodworking,",NORTHFIELD,MA,1360,GREENFIELD CO-OPERATIVE BANK,MA,12,12,0,0,12,2,1,0,31,Aug,0,70000.0,1,0.0,50000.0,25000.0
WEST FITCHBURG PIZZA,FITCHBURG,MA,1420,NEWTEK SMALL BUS. FINANCE INC.,NY,142,3,0,0,0,0,0,0,0,Dec,0,280000.0,1,0.0,280000.0,210000.0
"Ayer Vineyard, Ltd.",AYER,MA,1432,SANTANDER BANK NATL ASSOC,DE,82,2,1,0,2,1,0,0,44,Feb,0,25000.0,1,0.0,25000.0,12500.0
"ULTRAWASH & MONARCH REALTY,INC",LEOMINSTER,MA,1453,"FLAGSHIP BANK, A DIVISION OF",MA,84,2,0,0,0,1,0,0,81,Nov,0,184000.0,1,0.0,184000.0,138000.0
MAR-LEE MOLD CO INC,LEOMINSTER,MA,1453,NORTH CENT. MASSACHUSETTS DEVE,MA,240,45,0,10,0,0,0,0,0,Sep,0,317000.0,1,0.0,317000.0,317000.0
E.L.S. Communications,AUBURN,MA,1501,COMMERCE BANK & TRUST COMPANY,MA,24,1,1,0,1,2,1,0,23,Sep,0,10000.0,1,0.0,10000.0,5000.0
GOLDEN PIZZA AND STEAK HOUSE,SHREWSBURY,MA,1519,INDEPENDENCE BANK,RI,264,20,1,0,0,1,0,0,72,Sep,0,1000000.0,1,0.0,1000000.0,750000.0
GRASSROOTS REALTY TRUST,NORTH OXFORD,MA,1537,COMMERCE BANK & TRUST COMPANY,MA,180,6,0,0,0,0,0,1,0,Apr,0,90000.0,1,0.0,90000.0,81000.0
"K, K & N, INCORPORATED DBA DEA",SHREWSBURY,MA,1545,CITIZENS BANK NATL ASSOC,RI,60,13,0,0,13,1,0,0,72,Apr,0,100000.0,1,0.0,100000.0,50000.0
Spencer Cleaners,SPENCER,MA,1562,UNITED BANK,MA,84,1,0,0,1,2,0,0,81,Jun,0,112000.0,1,0.0,112000.0,56000.0
ALTO TECHNOLOGIES CORPORATION,STERLING,MA,1564,CITIZENS BANK NATL ASSOC,RI,84,4,0,2,4,1,1,0,44,Jul,0,57722.0,1,0.0,10000.0,5000.0
STURBRIDGE MOTOR INN,STURBRIDGE,MA,1566,"BUSINESS LENDERS, LLC",CT,300,4,0,0,0,0,0,0,0,Jun,0,255000.0,1,0.0,255000.0,191250.0
LEVS FAMILY RESTAURANT & PIZZA,WHITINSVILLE,MA,1588,SANTANDER BANK NATL ASSOC,MA,60,4,1,0,0,0,0,1,0,Dec,0,50000.0,1,0.0,50000.0,40000.0
"Sanweld Industries, Inc.",WORCESTER,MA,1610,"FLAGSHIP BANK, A DIVISION OF",MA,60,9,0,0,0,1,0,0,31,Dec,0,300000.0,1,0.0,300000.0,225000.0
BURGER KING RESTAURANT,WORCESTER,MA,1610,BANK OF AMERICA NATL ASSOC,CT,105,75,1,0,0,0,0,0,0,Nov,1,775000.0,0,544896.0,775000.0,496000.0
ACTION MUSIC AND SOUND,ACTON,MA,1720,BANK OF AMERICA NATL ASSOC,RI,88,8,0,0,0,0,1,0,44,Sep,0,294500.0,1,0.0,100000.0,50000.0
FROST PAINTING,CONCORD,MA,1742,BANK OF AMERICA NATL ASSOC,RI,12,3,0,0,0,0,1,0,23,Mar,0,10000.0,1,0.0,10000.0,5000.0
Elite Financial Corporation,MILFORD,MA,1757,BANK OF AMERICA NATL ASSOC,NC,84,2,1,0,2,1,1,0,52,Jun,0,5800.0,1,0.0,5800.0,2900.0
ADVANCED MEDIA PRODUCTIONS INC,NATICK,MA,1760,CITIZENS BANK NATL ASSOC,RI,84,8,0,0,8,1,0,0,54,Mar,0,88000.0,1,0.0,88000.0,44000.0
SCOTT J. ATWOOD DBA SCOTT ATWO,NATICK,MA,1760,CITIZENS BANK NATL ASSOC,RI,84,1,0,0,1,1,0,0,56,Apr,0,30000.0,1,0.0,30000.0,15000.0
OUTDOOR DESIGN INC,SOUTH BARRE,MA,1772,CITIZENS BANK NATL ASSOC,RI,9,12,0,0,12,1,1,0,56,Feb,0,145423.0,0,49996.0,50000.0,25000.0
Spring Street Superette LLC,Woburn,MA,1801,DIGITAL FCU,MA,240,2,0,0,2,1,0,0,44,May,0,270000.0,1,0.0,270000.0,135000.0
SIGN - A- RAMA OF BURLINGTON,BURLINGTON (TOWN OF),MA,1803,CENTURY BANK AND TRUST COMPANY,MA,11,3,1,1,4,1,1,0,44,Oct,1,74987.0,0,48089.0,50000.0,25000.0
ONE CONNECTOR ROAD LLC,ANDOVER,MA,1810,GRANITE ST. ECONOMIC DEVEL COR,NH,240,15,0,1,15,2,0,0,56,Jun,0,206000.0,1,0.0,206000.0,206000.0
"TEEHAN ELECTRIC, INC.",BILLERICA,MA,1821,CAPITAL ONE NATL ASSOC,VA,69,2,0,1,2,1,0,0,23,Apr,0,75000.0,0,68081.0,75000.0,37500.0
VITALE ELECTRIC,BILLERICA (BILLERICA CENTER),MA,1821,SANTANDER BANK NATL ASSOC,MA,83,2,0,0,2,1,1,0,23,Sep,0,41908.0,1,0.0,25000.0,12500.0
ADVANCED PRODUCTS & TECHNOLOGI,HAVERHILL,MA,1830,BAY COLONY DEVEL CORP,MA,240,129,0,0,0,0,0,0,0,Sep,0,189000.0,1,0.0,300000.0,300000.0
RIVERVIEW MOTORS,HAVERHILL,MA,1832,SALEM FIVE CENTS SAVINGS BANK,MA,29,6,0,4,6,1,1,0,44,Dec,0,100000.0,0,100000.0,150000.0,75000.0
QUIZNOS SUB,METHEN,MA,1844,INDEPENDENCE BANK,RI,97,10,1,0,0,1,0,0,72,Feb,1,212000.0,0,100414.0,212000.0,159000.0
ULTRASOUND ASSOCIATES INC,EAST LEXINGTON,MA,1852,CITIZENS BANK NATL ASSOC,MA,67,1,0,0,1,1,1,0,62,Sep,0,23441.0,0,23441.0,35000.0,17500.0
RIVERVIEW REHABILITATION CENTE,LOWELL,MA,1852,BANK OF AMERICA NATL ASSOC,RI,12,4,0,0,4,1,1,0,62,May,0,400000.0,1,0.0,225000.0,112500.0
LIANE CAPLES,TEWKSBURY,MA,1876,CITIZENS BANK NATL ASSOC,RI,6,2,0,0,2,1,1,0,81,Dec,0,66310.0,0,42420.0,45000.0,22500.0
